"@timestamp","kubernetes.pod_name",log
"May 5, 2025 @ 21:30:28.283","image-reflector-controller-6f7dcd8fd8-rt9rb","{""level"":""info"",""ts"":""2025-05-05T12:30:28.283Z"",""msg"":""Latest image tag for 'ghcr.io/piny940/portfolio-app' resolved to main-306dc704b64b2030867772a465221a2489566ac6-20250419061233"",""controller"":""imagepolicy"",""controllerGroup"":""image.toolkit.fluxcd.io"",""controllerKind"":""ImagePolicy"",""ImagePolicy"":{""name"":""stg-portfolio-app"",""namespace"":""default""},""namespace"":""default"",""name"":""stg-portfolio-app"",""reconcileID"":""15d9a4ac-6e35-41dd-9144-81a3fa10a04f""}"
"May 5, 2025 @ 21:30:26.409","image-reflector-controller-6f7dcd8fd8-rt9rb","{""level"":""info"",""ts"":""2025-05-05T12:30:26.409Z"",""msg"":""Latest image tag for 'ghcr.io/piny940/portfolio-backend' resolved to main-3e00541a62fac2c31d54d49d4cf5367c5b88be7d-20250419030144"",""controller"":""imagepolicy"",""controllerGroup"":""image.toolkit.fluxcd.io"",""controllerKind"":""ImagePolicy"",""ImagePolicy"":{""name"":""stg-portfolio-backend"",""namespace"":""default""},""namespace"":""default"",""name"":""stg-portfolio-backend"",""reconcileID"":""0c02a635-87a0-4eff-a438-5d9e8d0a3e0d""}"
"May 5, 2025 @ 21:30:26.401","image-reflector-controller-6f7dcd8fd8-rt9rb","{""level"":""info"",""ts"":""2025-05-05T12:30:26.401Z"",""msg"":""Latest image tag for 'ghcr.io/piny940/portfolio-backend' resolved to main-3e00541a62fac2c31d54d49d4cf5367c5b88be7d-20250419030144"",""controller"":""imagepolicy"",""controllerGroup"":""image.toolkit.fluxcd.io"",""controllerKind"":""ImagePolicy"",""ImagePolicy"":{""name"":""stg-portfolio-backend"",""namespace"":""default""},""namespace"":""default"",""name"":""stg-portfolio-backend"",""reconcileID"":""2436a559-8bbf-47a5-85f1-2a7b4e5a603f""}"
"May 5, 2025 @ 21:30:26.394","image-reflector-controller-6f7dcd8fd8-rt9rb","{""level"":""info"",""ts"":""2025-05-05T12:30:26.393Z"",""msg"":""no new tags found, next scan in 1m0s"",""controller"":""imagerepository"",""controllerGroup"":""image.toolkit.fluxcd.io"",""controllerKind"":""ImageRepository"",""ImageRepository"":{""name"":""stg-portfolio-backend"",""namespace"":""default""},""namespace"":""default"",""name"":""stg-portfolio-backend"",""reconcileID"":""e3b678e8-6bd8-4f84-a059-3d5d35ae677c""}"
"May 5, 2025 @ 21:30:25.669","image-reflector-controller-6f7dcd8fd8-rt9rb","{""level"":""info"",""ts"":""2025-05-05T12:30:25.669Z"",""msg"":""Latest image tag for 'ghcr.io/piny940/portfolio-backend' resolved to main-3e00541a62fac2c31d54d49d4cf5367c5b88be7d-20250419030144"",""controller"":""imagepolicy"",""controllerGroup"":""image.toolkit.fluxcd.io"",""controllerKind"":""ImagePolicy"",""ImagePolicy"":{""name"":""stg-portfolio-backend"",""namespace"":""default""},""namespace"":""default"",""name"":""stg-portfolio-backend"",""reconcileID"":""3f6fe573-f88b-4a37-8edf-62953a2cc8bd""}"
"May 5, 2025 @ 21:30:11.069","image-reflector-controller-6f7dcd8fd8-rt9rb","{""level"":""info"",""ts"":""2025-05-05T12:30:11.069Z"",""msg"":""Latest image tag for 'ghcr.io/piny940/auth-backend' updated from stg-c540e3a14e7c3f00f121e1acff1bd2fffe713401-1124 to stg-718283ca412095be50d9205970c0a3a6843bcd49-1130"",""controller"":""imagepolicy"",""controllerGroup"":""image.toolkit.fluxcd.io"",""controllerKind"":""ImagePolicy"",""ImagePolicy"":{""name"":""stg-auth"",""namespace"":""default""},""namespace"":""default"",""name"":""stg-auth"",""reconcileID"":""b5e9b801-ea16-471a-9341-2ca9d0bcd0b7""}"
"May 5, 2025 @ 21:30:11.061","image-reflector-controller-6f7dcd8fd8-rt9rb","{""level"":""info"",""ts"":""2025-05-05T12:30:11.060Z"",""msg"":""Latest image tag for 'ghcr.io/piny940/auth-backend' updated from stg-c540e3a14e7c3f00f121e1acff1bd2fffe713401-1124 to stg-718283ca412095be50d9205970c0a3a6843bcd49-1130"",""controller"":""imagepolicy"",""controllerGroup"":""image.toolkit.fluxcd.io"",""controllerKind"":""ImagePolicy"",""ImagePolicy"":{""name"":""stg-auth"",""namespace"":""default""},""namespace"":""default"",""name"":""stg-auth"",""reconcileID"":""5fa955ec-5c27-469f-88fd-62c49b907550""}"
"May 5, 2025 @ 21:30:11.052","image-reflector-controller-6f7dcd8fd8-rt9rb","{""level"":""info"",""ts"":""2025-05-05T12:30:11.052Z"",""msg"":""no new tags found, next scan in 3m0s"",""controller"":""imagerepository"",""controllerGroup"":""image.toolkit.fluxcd.io"",""controllerKind"":""ImageRepository"",""ImageRepository"":{""name"":""stg-auth"",""namespace"":""default""},""namespace"":""default"",""name"":""stg-auth"",""reconcileID"":""824e9392-6cbb-4995-aa6b-4b386bfaee55""}"
"May 5, 2025 @ 21:30:10.356","image-reflector-controller-6f7dcd8fd8-rt9rb","{""level"":""info"",""ts"":""2025-05-05T12:30:10.356Z"",""msg"":""Latest image tag for 'ghcr.io/piny940/auth-backend' updated from stg-c540e3a14e7c3f00f121e1acff1bd2fffe713401-1124 to stg-718283ca412095be50d9205970c0a3a6843bcd49-1130"",""controller"":""imagepolicy"",""controllerGroup"":""image.toolkit.fluxcd.io"",""controllerKind"":""ImagePolicy"",""ImagePolicy"":{""name"":""stg-auth"",""namespace"":""default""},""namespace"":""default"",""name"":""stg-auth"",""reconcileID"":""3006ab31-eb82-4533-8b71-d4f5fae0a680""}"
"May 5, 2025 @ 21:30:06.368","image-reflector-controller-6f7dcd8fd8-rt9rb","{""level"":""info"",""ts"":""2025-05-05T12:30:06.368Z"",""msg"":""Latest image tag for 'ghcr.io/piny940/auth-frontend' updated from stg-c540e3a14e7c3f00f121e1acff1bd2fffe713401-1124 to stg-417cd66a0409411ee5e301110bec924326e5175b-1129"",""controller"":""imagepolicy"",""controllerGroup"":""image.toolkit.fluxcd.io"",""controllerKind"":""ImagePolicy"",""ImagePolicy"":{""name"":""stg-auth-frontend"",""namespace"":""default""},""namespace"":""default"",""name"":""stg-auth-frontend"",""reconcileID"":""0d4474b8-997e-4112-90d8-f1ae74c6cee9""}"
